economy;economycode;female;age;educ;inc_q;emp_in;urbanicity;dig_account;borrowed;saved;fin2;anydigpayment;fin45;internet_use
Saudi Arabia;SAU;2;28;2;1;1;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;2;17;2;5;2;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;28;2;1;1;1;0;0;0;2;0;3;1
Saudi Arabia;SAU;1;21;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;50;2;1;2;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;20;3;3;1;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;2;18;2;1;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;29;3;2;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;47;3;4;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;31;3;2;2;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;35;3;5;1;2;0;0;1;2;0;5;1
Saudi Arabia;SAU;2;36;3;3;1;2;1;1;1;1;1;6;1
Saudi Arabia;SAU;1;18;2;3;2;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;2;33;3;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;35;2;1;1;2;0;1;1;2;0;4;1
Saudi Arabia;SAU;1;32;3;4;2;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;19;2;2;2;1;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;19;2;1;1;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;2;34;2;5;1;2;1;0;0;1;1;2;1
Saudi Arabia;SAU;2;22;2;1;2;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;19;2;4;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;28;2;4;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;31;2;3;1;1;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;44;2;1;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;30;3;4;1;2;1;0;0;1;1;8;1
Saudi Arabia;SAU;2;35;3;4;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;44;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;44;3;2;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;50;1;1;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;26;3;3;1;2;0;1;1;2;0;4;1
Saudi Arabia;SAU;1;21;2;5;1;2;0;1;1;2;0;6;1
Saudi Arabia;SAU;1;53;2;3;2;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;1;40;2;2;2;2;0;1;1;1;1;7;1
Saudi Arabia;SAU;1;26;3;5;2;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;47;3;4;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;30;3;5;1;1;1;0;1;1;1;1;1
Saudi Arabia;SAU;1;24;3;4;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;16;2;4;2;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;2;30;2;3;1;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;28;3;4;1;2;1;1;1;1;1;7;1
Saudi Arabia;SAU;2;33;3;1;1;1;0;0;1;2;0;1;1
Saudi Arabia;SAU;1;47;2;2;1;2;1;1;0;1;1;1;1
Saudi Arabia;SAU;1;22;2;1;1;2;0;0;1;2;0;2;1
Saudi Arabia;SAU;1;47;3;1;1;2;0;1;1;2;0;3;1
Saudi Arabia;SAU;1;29;3;5;2;2;1;0;1;1;1;2;1
Saudi Arabia;SAU;2;59;1;4;1;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;1;40;2;4;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;31;3;2;1;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;2;20;2;4;2;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;53;1;3;1;1;1;0;0;1;1;4;1
Saudi Arabia;SAU;1;22;2;4;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;2;50;2;2;1;2;1;1;0;1;1;1;1
Saudi Arabia;SAU;2;49;3;1;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;40;2;2;1;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;34;2;1;1;2;1;1;1;2;1;5;1
Saudi Arabia;SAU;1;50;2;4;2;2;0;1;1;1;0;3;1
Saudi Arabia;SAU;1;54;2;1;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;33;3;4;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;37;3;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;39;2;2;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;32;1;4;1;2;0;0;0;1;0;7;1
Saudi Arabia;SAU;1;25;2;2;2;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;2;27;3;3;2;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;30;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;24;3;3;1;2;1;0;0;1;1;6;1
Saudi Arabia;SAU;1;30;2;3;1;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;30;2;4;1;2;1;1;0;1;1;2;1
Saudi Arabia;SAU;1;43;2;5;1;2;0;0;1;2;0;7;1
Saudi Arabia;SAU;1;41;3;2;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;30;2;3;1;2;1;1;1;1;1;6;1
Saudi Arabia;SAU;2;35;2;4;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;27;3;5;2;2;0;0;0;1;0;4;1
Saudi Arabia;SAU;1;30;2;3;2;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;1;28;2;3;2;2;0;1;0;1;0;1;1
Saudi Arabia;SAU;1;26;2;5;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;40;2;1;2;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;30;3;3;2;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;2;32;3;5;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;21;2;1;1;1;1;0;0;1;1;3;1
Saudi Arabia;SAU;2;19;2;4;1;2;0;0;0;2;0;3;1
Saudi Arabia;SAU;1;20;2;4;2;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;1;33;3;4;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;2;46;3;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;20;2;3;2;2;0;0;0;2;0;3;1
Saudi Arabia;SAU;2;19;2;3;2;2;0;0;0;2;0;6;1
Saudi Arabia;SAU;2;22;2;3;2;2;1;1;0;1;1;7;1
Saudi Arabia;SAU;2;23;2;5;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;37;3;5;2;1;1;1;0;1;1;2;1
Saudi Arabia;SAU;1;55;2;5;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;39;3;3;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;45;3;1;1;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;2;42;2;3;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;25;3;1;1;2;1;1;1;1;1;7;1
Saudi Arabia;SAU;1;28;2;5;1;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;16;2;1;2;2;0;1;0;2;0;3;1
Saudi Arabia;SAU;2;25;3;5;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;21;2;4;1;2;1;0;1;1;1;7;1
Saudi Arabia;SAU;1;18;2;4;1;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;2;32;2;4;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;45;3;2;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;20;3;4;1;2;1;1;0;1;1;2;1
Saudi Arabia;SAU;2;23;3;4;1;2;1;1;1;1;1;6;1
Saudi Arabia;SAU;2;41;2;2;1;2;1;0;0;1;1;1;1
Saudi Arabia;SAU;1;53;2;2;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;47;2;3;1;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;36;3;4;1;1;1;1;0;1;1;2;1
Saudi Arabia;SAU;2;37;2;1;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;30;2;5;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;45;2;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;18;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;33;2;4;1;1;1;0;1;1;1;4;1
Saudi Arabia;SAU;1;49;3;1;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;26;2;5;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;2;26;3;2;2;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;2;38;2;5;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;1;39;2;2;2;2;1;0;0;1;1;7;0
Saudi Arabia;SAU;1;57;2;4;2;2;1;1;1;1;1;7;1
Saudi Arabia;SAU;2;21;2;3;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;28;3;5;2;2;0;0;0;2;0;2;0
Saudi Arabia;SAU;2;22;2;2;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;37;1;2;2;1;0;1;0;1;0;3;1
Saudi Arabia;SAU;2;25;2;2;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;1;40;2;2;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;32;2;5;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;17;2;3;1;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;30;2;4;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;18;2;5;2;2;0;1;0;2;0;7;1
Saudi Arabia;SAU;2;42;3;4;1;1;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;57;1;4;1;1;1;0;1;1;1;7;1
Saudi Arabia;SAU;1;33;3;3;2;2;1;1;0;1;1;5;1
Saudi Arabia;SAU;2;32;2;3;2;1;1;1;1;1;1;7;1
Saudi Arabia;SAU;2;39;2;5;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;59;2;1;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;20;3;5;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;35;2;2;1;2;1;0;0;1;1;5;1
Saudi Arabia;SAU;1;50;3;2;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;1;18;2;3;2;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;1;55;2;2;2;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;48;2;2;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;48;2;3;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;18;2;4;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;30;3;5;1;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;49;3;2;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;25;1;2;2;1;0;0;1;2;0;3;1
Saudi Arabia;SAU;2;37;2;4;1;2;1;0;1;1;1;2;1
Saudi Arabia;SAU;2;30;3;5;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;35;2;2;2;2;1;1;0;1;1;5;1
Saudi Arabia;SAU;1;35;3;3;1;2;1;1;1;1;1;7;1
Saudi Arabia;SAU;1;30;3;4;2;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;32;3;2;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;25;3;5;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;37;2;4;1;2;1;0;0;1;1;6;1
Saudi Arabia;SAU;2;60;2;2;1;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;1;38;2;2;2;2;0;1;0;2;0;4;1
Saudi Arabia;SAU;2;20;2;3;2;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;18;2;4;1;2;1;0;1;1;1;2;1
Saudi Arabia;SAU;2;18;2;5;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;2;35;3;5;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;29;3;3;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;32;2;2;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;25;2;2;1;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;1;38;2;3;1;1;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;20;2;5;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;28;2;4;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;24;3;2;2;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;28;2;4;1;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;28;3;5;2;2;0;1;1;2;0;6;1
Saudi Arabia;SAU;2;25;2;1;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;16;2;4;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;49;3;1;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;45;3;5;1;1;1;1;0;1;1;3;1
Saudi Arabia;SAU;2;41;2;1;1;2;1;0;0;1;1;1;1
Saudi Arabia;SAU;1;40;2;3;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;23;2;4;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;45;3;4;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;1;26;3;4;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;40;3;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;45;3;3;1;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;1;45;3;3;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;19;2;1;2;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;30;2;2;1;2;1;1;1;1;1;6;1
Saudi Arabia;SAU;2;37;2;1;1;2;1;1;0;1;1;1;1
Saudi Arabia;SAU;2;35;2;5;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;1;19;2;5;2;1;0;0;0;2;0;6;1
Saudi Arabia;SAU;1;30;2;2;2;2;1;1;0;2;1;4;1
Saudi Arabia;SAU;2;27;2;3;1;2;1;0;1;1;1;2;1
Saudi Arabia;SAU;2;26;2;5;1;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;20;2;5;1;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;19;2;2;2;2;1;0;0;1;1;2;1
Saudi Arabia;SAU;2;19;2;2;2;1;1;0;0;1;1;4;1
Saudi Arabia;SAU;2;43;3;3;1;1;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;40;3;4;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;1;20;2;5;2;2;1;0;0;1;1;1;1
Saudi Arabia;SAU;2;56;2;5;1;1;1;0;1;1;1;2;1
Saudi Arabia;SAU;1;41;3;2;2;1;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;33;2;3;2;2;0;0;0;1;0;4;1
Saudi Arabia;SAU;2;45;1;3;2;1;0;1;0;1;1;4;1
Saudi Arabia;SAU;2;29;3;3;1;2;1;0;1;1;1;6;1
Saudi Arabia;SAU;1;23;2;4;2;1;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;32;2;1;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;2;20;2;2;2;1;0;1;1;2;0;4;1
Saudi Arabia;SAU;2;25;3;2;2;2;1;0;0;1;1;1;1
Saudi Arabia;SAU;2;44;2;5;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;40;2;1;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;16;2;2;2;1;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;33;2;4;2;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;26;2;1;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;1;37;2;4;1;1;1;0;1;1;1;4;1
Saudi Arabia;SAU;1;17;2;4;2;2;0;0;1;2;0;4;1
Saudi Arabia;SAU;1;35;3;2;2;2;0;0;1;2;0;4;1
Saudi Arabia;SAU;2;16;2;5;1;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;48;2;2;2;2;0;1;1;2;0;4;1
Saudi Arabia;SAU;2;22;3;3;2;2;0;1;1;1;1;7;1
Saudi Arabia;SAU;2;19;2;4;2;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;1;15;1;1;2;2;0;0;1;2;0;5;1
Saudi Arabia;SAU;1;18;2;5;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;26;3;2;1;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;24;3;1;2;1;0;0;0;1;0;1;1
Saudi Arabia;SAU;2;30;2;4;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;1;42;3;4;1;1;0;0;1;2;0;5;1
Saudi Arabia;SAU;2;25;2;5;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;42;2;3;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;26;3;2;1;2;0;0;1;2;0;2;1
Saudi Arabia;SAU;2;18;2;2;2;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;1;33;3;3;2;2;1;1;1;2;1;4;1
Saudi Arabia;SAU;2;33;2;2;1;2;0;1;0;2;0;4;1
Saudi Arabia;SAU;2;40;3;2;2;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;45;2;5;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;2;33;3;4;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;34;3;3;1;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;1;30;2;1;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;45;3;3;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;45;2;2;2;2;0;1;0;2;0;5;1
Saudi Arabia;SAU;1;50;2;2;1;1;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;20;2;1;1;2;0;1;0;2;1;5;0
Saudi Arabia;SAU;2;20;2;3;2;2;1;0;0;1;1;5;1
Saudi Arabia;SAU;1;30;3;3;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;2;34;2;4;2;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;28;2;4;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;55;2;2;1;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;2;44;3;3;1;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;35;2;5;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;27;2;3;1;2;1;0;0;2;1;7;1
Saudi Arabia;SAU;1;25;3;3;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;25;3;2;2;1;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;44;3;3;2;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;2;33;2;4;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;40;2;1;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;19;2;5;1;1;1;1;1;1;1;7;1
Saudi Arabia;SAU;1;23;2;4;1;2;0;0;1;2;0;4;1
Saudi Arabia;SAU;2;28;2;1;1;1;0;0;1;2;0;3;1
Saudi Arabia;SAU;2;40;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;26;2;4;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;43;1;2;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;18;2;1;1;2;1;1;0;1;1;7;1
Saudi Arabia;SAU;1;18;2;3;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;25;3;4;1;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;2;34;2;2;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;1;22;2;5;1;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;25;3;1;2;2;1;0;0;1;1;1;1
Saudi Arabia;SAU;2;45;2;4;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;34;2;1;2;2;0;0;0;2;0;3;0
Saudi Arabia;SAU;2;19;3;4;1;2;1;0;0;1;1;5;1
Saudi Arabia;SAU;2;18;2;3;2;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;2;20;2;1;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;2;42;3;5;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;45;2;1;2;2;0;0;1;2;0;3;1
Saudi Arabia;SAU;1;29;2;5;2;2;1;1;1;1;1;5;1
Saudi Arabia;SAU;2;36;3;5;1;1;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;30;2;4;1;2;1;0;1;1;1;5;1
Saudi Arabia;SAU;1;17;2;3;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;45;3;3;1;2;1;1;0;1;1;5;1
Saudi Arabia;SAU;2;58;3;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;20;2;3;2;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;18;2;5;1;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;2;40;2;3;1;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;1;30;2;3;2;2;1;0;0;1;1;7;1
Saudi Arabia;SAU;2;31;2;5;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;1;45;2;3;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;49;3;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;48;2;2;1;1;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;43;2;5;1;2;1;1;1;1;1;7;1
Saudi Arabia;SAU;1;35;2;4;2;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;38;3;3;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;50;2;2;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;1;40;2;1;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;36;3;3;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;2;16;2;1;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;1;48;2;3;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;2;17;2;2;2;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;1;35;3;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;42;2;1;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;41;2;1;1;2;1;1;1;1;1;8;1
Saudi Arabia;SAU;1;43;2;1;1;1;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;18;2;5;1;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;2;26;3;1;2;2;1;1;0;1;1;2;1
Saudi Arabia;SAU;2;30;2;3;1;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;35;3;3;2;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;30;3;3;2;2;1;0;1;1;1;5;1
Saudi Arabia;SAU;2;37;3;5;1;2;1;1;0;1;1;6;1
Saudi Arabia;SAU;2;50;2;3;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;1;42;3;2;2;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;2;28;2;4;1;2;1;0;0;2;1;7;1
Saudi Arabia;SAU;2;50;3;5;2;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;2;29;2;3;1;2;1;0;1;1;1;2;1
Saudi Arabia;SAU;1;55;2;4;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;1;20;2;1;1;2;1;0;0;1;1;3;1
Saudi Arabia;SAU;1;29;3;4;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;30;3;5;2;2;1;1;1;1;1;3;1
Saudi Arabia;SAU;1;35;2;1;2;1;1;0;0;1;1;4;1
Saudi Arabia;SAU;2;35;2;1;1;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;1;28;3;5;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;27;3;4;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;43;2;1;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;25;2;3;2;2;1;0;0;1;1;4;1
Saudi Arabia;SAU;1;25;2;4;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;1;29;3;5;2;2;1;1;0;1;1;1;1
Saudi Arabia;SAU;1;18;2;4;2;2;0;0;1;2;0;3;1
Saudi Arabia;SAU;1;45;3;1;1;2;0;1;0;2;0;1;1
Saudi Arabia;SAU;1;47;2;2;2;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;1;40;2;1;1;2;1;1;1;1;1;6;1
Saudi Arabia;SAU;2;27;3;1;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;35;2;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;29;2;5;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;18;2;5;1;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;2;18;2;2;1;2;0;0;0;2;0;2;1
Saudi Arabia;SAU;2;38;3;5;1;2;1;1;0;1;1;3;1
Saudi Arabia;SAU;2;38;2;4;1;2;1;1;0;1;1;4;1
Saudi Arabia;SAU;1;35;3;4;2;2;1;0;1;1;1;3;1
Saudi Arabia;SAU;1;15;2;1;2;2;0;1;1;2;0;4;1
Saudi Arabia;SAU;2;24;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;45;3;5;2;2;1;0;1;1;1;4;1
Saudi Arabia;SAU;1;47;2;1;2;1;1;1;1;1;1;8;1
Saudi Arabia;SAU;1;25;3;3;1;2;0;1;1;2;1;4;1
Saudi Arabia;SAU;1;31;2;1;1;2;1;0;1;1;1;1;1
Saudi Arabia;SAU;2;27;2;5;2;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;35;2;5;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;17;2;4;2;2;0;0;0;2;0;5;1
Saudi Arabia;SAU;2;28;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;1;49;2;2;1;2;1;1;1;1;1;4;1
Saudi Arabia;SAU;2;33;3;5;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;29;3;2;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;2;52;3;5;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;2;38;2;5;1;1;1;0;1;1;1;7;1
Saudi Arabia;SAU;2;29;3;5;1;2;1;0;1;1;1;7;1
Saudi Arabia;SAU;1;42;3;5;2;2;0;0;0;2;0;1;1
Saudi Arabia;SAU;1;16;2;3;2;2;0;0;0;2;0;7;1
Saudi Arabia;SAU;2;42;3;5;1;2;1;1;1;1;1;7;1
Saudi Arabia;SAU;2;55;3;2;1;2;1;1;1;1;1;1;1
Saudi Arabia;SAU;1;22;2;2;2;1;0;0;0;2;0;3;1
Saudi Arabia;SAU;2;36;2;3;1;2;0;1;0;2;0;1;1
Saudi Arabia;SAU;1;29;3;4;2;2;0;1;0;1;0;5;1
Saudi Arabia;SAU;2;58;3;2;1;2;1;1;1;1;1;2;1
Saudi Arabia;SAU;1;29;2;4;2;2;0;0;0;2;0;3;1
Saudi Arabia;SAU;1;40;2;1;2;2;0;0;0;2;0;4;1
Saudi Arabia;SAU;1;25;3;1;2;2;0;0;1;2;0;5;1
Saudi Arabia;SAU;2;25;2;4;2;2;0;0;0;2;0;5;1
